과목명,강사,url
비박스를 활용한 웹 모의해킹 완벽 실습,보안프로젝트,https://www.inflearn.com/course/%EB%B9%84%EB%B0%95%EC%8A%A4-%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9-%EC%8B%A4%EC%8A%B5
메타스플로잇(Metasploit) 활용한 취약점 분석(중고급과정),보안프로젝트,https://www.inflearn.com/course/%EB%A9%94%ED%83%80%EC%8A%A4%ED%94%8C%EB%A1%9C%EC%9E%87-%ED%99%9C%EC%9A%A9%ED%95%9C-%EC%B7%A8%EC%95%BD%EC%A0%90-%EB%B6%84%EC%84%9D%EA%B3%A0%EA%B8%89
반드시 알고 넘어가야 할 웹 기술 기초편,크리핵티브,https://www.inflearn.com/course/%EC%9B%B9-%EA%B8%B0%EC%88%A0-%EA%B8%B0%EC%B4%88
2023년 개인정보보호 법령 제개정 내용 강의,ISMS-P WIN,https://www.inflearn.com/course/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EB%B3%B4%ED%98%B8-%EB%B2%95%EB%A0%B9-%EC%A0%9C%EA%B0%9C%EC%A0%95-%EB%82%B4%EC%9A%A9-%EA%B0%95%EC%9D%98
차이를 만드는 AWS 클라우드 보안 첫걸음,SK엠앤서비스,https://www.inflearn.com/course/%EC%B0%A8%EC%9D%B4%EB%A5%BC-%EB%A7%8C%EB%93%9C%EB%8A%94-aws%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B3%B4%EC%95%88-%EC%B2%AB%EA%B1%B8%EC%9D%8C
ISMS-P 인증심사원 자격검정 기본/실무 과정 시리즈 06 - T4. 개인정보보호 법규 개정(2/2),보안프로젝트,https://www.inflearn.com/course/isms-p-%EC%9D%B8%EC%A6%9D%EC%8B%AC%EC%82%AC%EC%9B%90-6
모의해킹 취업 준비하는데 알아두면 좋은 것,보안프로젝트,https://www.inflearn.com/course/%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9-%EC%B7%A8%EC%97%85
파이썬을 활용한 데이터분석과 IT보안,보안프로젝트,https://www.inflearn.com/course/python-data-security
게임 보안 입문을 위한 치트엔진 튜토리얼,보안프로젝트,https://www.inflearn.com/course/%EA%B2%8C%EC%9E%84-%EB%B3%B4%EC%95%88-%EC%B9%98%ED%8A%B8%EC%97%94%EC%A7%84
모의해킹이란 무엇인가 - 진로편,보안프로젝트,https://www.inflearn.com/course/%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9-%EC%A7%84%EB%A1%9C
네이버클라우드 보안 아키텍처 및 비용,지금 당장,https://www.inflearn.com/course/%EB%84%A4%EC%9D%B4%EB%B2%84%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B3%B4%EC%95%88-%EC%95%84%ED%82%A4%ED%85%8D%EC%B2%98-%EB%B9%84%EC%9A%A9
취미로 해킹#5(DIMICTF),장용하,https://www.inflearn.com/course/%EC%B7%A8%EB%AF%B8%EB%A1%9C%ED%95%B4%ED%82%B9-dimictf
취미로 해킹#2(해커의 컴퓨팅),장용하,https://www.inflearn.com/course/%EC%B7%A8%EB%AF%B8%EB%A1%9C-%ED%95%B4%ED%82%B92-%ED%95%B4%EC%BB%A4%EC%9D%98-%EC%BB%B4%ED%93%A8%ED%8C%85
리눅스 커널 해킹. A부터 Z까지,김현우,https://www.inflearn.com/course/%EB%A6%AC%EB%88%85%EC%8A%A4-%EC%BB%A4%EB%84%90-%ED%95%B4%ED%82%B9
안드로이드 앱 모의해킹/분석 시작하기 (With.IDA/JEB/Frida),taesun1114,https://www.inflearn.com/course/%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9
무차별 대입 공격(bruteforce attack) with Python,제주코딩베이스캠프,https://www.inflearn.com/course/%EB%AC%B4%EC%B0%A8%EB%B3%84-%EB%8C%80%EC%9E%85-%EA%B3%B5%EA%B2%A9
ISMS-P 인증심사원 2020년 실전 비공개 모의고사 해설 강의,보안프로젝트,https://www.inflearn.com/course/isms-p-%EB%B9%84%EA%B3%B5%EA%B0%9C-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-2020
"ISMS-P 인증심사원 자격검정 기본/실무 과정 시리즈 01 - T1. 인증제도, 인증기준1",보안프로젝트,https://www.inflearn.com/course/isms-p-%EC%9D%B8%EC%A6%9D%EC%8B%AC%EC%82%AC%EC%9B%90-1
모의해킹 업무의 이해,보안프로젝트,https://www.inflearn.com/course/%EB%B3%B4%EC%95%88-%EB%AA%A8%EC%9D%98%ED%95%B4%ED%82%B9-%EC%97%85%EB%AC%B4
윈도우즈 애플리케이션 취약점 분석 입문부터 활용까지,보안프로젝트,https://www.inflearn.com/course/%EC%9C%88%EB%8F%84%EC%9A%B0%EC%A6%88-%EC%95%A0%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98-%EC%B7%A8%EC%95%BD%EC%A0%90
안전한 홈 네트워크를 위한 보안강화: 홈 네트워크 보안을 위한 첫 걸음,한국정보보호교육센터,https://www.inflearn.com/course/%ED%99%88%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EB%B3%B4%EC%95%88-%EC%B2%AB%EA%B1%B8%EC%9D%8C
취미로 해킹#7(SBP),장용하,https://www.inflearn.com/course/%EC%B7%A8%EB%AF%B8%EB%A1%9C-%ED%95%B4%ED%82%B9-7-sbp
