과목명,강사,url
파이썬 머신러닝,마소캠퍼스,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EB%A7%88%EC%86%8C%EC%BA%A0
김일한의 인공지능을 위한 텐서플로2 + 케라스 라이브러리 실전 적용,소프트캠퍼스,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%BA%A0%ED%8D%BC%EC%8A%A4-%ED%85%90%EC%84%9C%ED%94%8C%EB%A1%9C-%EC%BC%80%EB%9D%BC%EC%8A%A4
자바스크립트 머신러닝 TensorFlow.js,김영보,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-tensorflow
머신러닝 기초부터 탄탄히 정복하기,코코,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EA%B8%B0%EC%B4%88%ED%83%84%ED%83%84-%EC%A0%95%EB%B3%B5
[PyTorch] 쉽고 빠르게 배우는 GAN,코코,https://www.inflearn.com/course/pytorch-gan
R로 무작정 해보는 data science,코코,https://www.inflearn.com/course/r-%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4-%EB%9D%BC%EC%9D%B4%EB%B8%8C%EC%BD%94%EB%94%A9
DataScience와 AI의 개념 (공부하는 방법),코코,https://www.inflearn.com/course/data-science-ai-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95-%EA%B0%9C%EB%85%90
진짜 왕초보를 위한 딥러닝,김건영,https://www.inflearn.com/course/%EC%A7%84%EC%A7%9C-%EC%99%95%EC%B4%88%EB%B3%B4-%EB%94%A5%EB%9F%AC%EB%8B%9D
딥러닝 실무 프로젝트,마소캠퍼스,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%8B%A4%EB%AC%B4-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8
"DNN, CNN, RNN을 활용한 딥러닝 실무",마소캠퍼스,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%8B%A4%EB%AC%B4-dnn-cnn-rnn
텐서플로우 2.0으로 배우는 딥러닝 기초,Chris Song,https://www.inflearn.com/course/%ED%85%90%EC%84%9C%ED%94%8C%EB%A1%9C%EC%9A%B0-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EA%B8%B0%EC%B4%88
엑셀로 맛보는 딥러닝 -CNN,멋진,https://www.inflearn.com/course/%EC%97%91%EC%85%80%EB%A1%9C-%EB%A7%9B%EB%B3%B4%EB%8A%94-%EB%94%A5%EB%9F%AC%EB%8B%9D-cnn
Do It! 딥러닝 입문,박해선,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8
머신러닝 처음 시작하기 (기초 원리 + 초급 실습),유용한IT학습,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%B2%98%EC%9D%8C-%EC%8B%9C%EC%9E%91%ED%95%98%EA%B8%B0
장박사의 빅데이터와 인공지능 입문,멘토티멘토링,https://www.inflearn.com/course/%EC%9E%A5%EB%B0%95%EC%82%AC-%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9E%85%EB%AC%B8
"머신러닝, 딥러닝 기초 with Python, Keras",부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EA%B8%B0%EC%B4%88-python-keras
실전 데이터 사이언스 Part 3. 머신러닝의 이해,김화종,https://www.inflearn.com/course/%ED%95%B5%EC%8B%AC-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D
인공지능 코딩을  위한 엔트리,국립안동대학교 SW융합교육원,https://www.inflearn.com/course/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%EC%BD%94%EB%94%A9%EC%9D%84-%EC%9C%84%ED%95%9C-%EC%97%94%ED%8A%B8%EB%A6%AC
[PyTorch] 쉽고 빠르게 배우는 딥러닝,코코,https://www.inflearn.com/course/pytorch-%EB%94%A5%EB%9F%AC%EB%8B%9D
R로 쉽게 배우는 강화학습,코코,https://www.inflearn.com/course/r-%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5-%EA%B8%B0%EC%B4%88
파이썬 무료 강의 (활용편7) - 머신러닝,나도코딩,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%ED%99%9C%EC%9A%A97-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D
[입문자를 위한] 캐글로 시작하는 머신러닝 • 딥러닝 분석,대구빅데이터활용센터,https://www.inflearn.com/course/%EC%BA%90%EA%B8%80-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EB%94%A5%EB%9F%AC%EB%8B%9D
인공지능 기초수학,제이미,https://www.inflearn.com/course/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%EA%B8%B0%EC%B4%88%EC%88%98%ED%95%99
