과목명,강사,url
인공신경망 딥러닝과 CNN,나자바바,https://www.inflearn.com/course/%EC%9D%B8%EA%B3%B5%EC%8B%A0%EA%B2%BD%EB%A7%9D-%EB%94%A5%EB%9F%AC%EB%8B%9D-cnn-%EB%82%98%EC%9E%90%EB%B0%94%EB%B0%94
"머신러닝, 딥러닝 입문 : 알고리즘 이해하기",부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8-%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98-%EC%9D%B4%ED%95%B4%ED%95%98%EA%B8%B0
두근두근 인공지능 - 실습편 -,SK엠앤서비스,https://www.inflearn.com/course/%EB%91%90%EA%B7%BC%EB%91%90%EA%B7%BC-%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%EC%8B%A4%EC%8A%B5
TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,AISchool,https://www.inflearn.com/course/%ED%85%90%EC%84%9C%ED%94%8C%EB%A1%9C-%EC%8B%AC%EC%B8%B5%EA%B0%95%ED%99%94-%EC%9E%85%EB%AC%B8
쏙쏙 이해되는 강화학습 핵심이론,Chris Song,https://www.inflearn.com/course/%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5-%ED%95%B5%EC%8B%AC-%EC%9D%B4%EB%A1%A0
자바 머신러닝 weka(웨카) 중급,자바라머신러닝,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-weka-%EC%A4%91%EA%B8%89
[AI 기초] AI Research Engineer를 위한 CNN 이해하기,화이트박스,https://www.inflearn.com/course/ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-cnn-%EC%9D%B4%ED%95%B4%ED%95%98%EA%B8%B0
엑셀로 만드는 딥러닝 프레임워크,멋진,https://www.inflearn.com/course/%EC%97%91%EC%85%80%EB%A1%9C-%EB%A7%8C%EB%93%9C%EB%8A%94-%EB%94%A5%EB%9F%AC%EB%8B%9D-%ED%94%84%EB%A0%88%EC%9E%84%EC%9B%8C%ED%81%AC
초간단 예제로 배우는 딥러닝 입문,안코딩,https://www.inflearn.com/course/%EC%B4%88%EA%B0%84%EB%8B%A8%EC%98%88%EC%A0%9C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8
데이터 마이닝,부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%A7%88%EC%9D%B4%EB%8B%9D-%EB%B6%80%EC%82%B0%EB%8C%80
AI 리터러시의 이해,부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/ai-%EB%A6%AC%ED%84%B0%EB%9F%AC%EC%8B%9C-%EC%9D%B4%ED%95%B4
"머신러닝 모델을 활용한 Android, iOS 앱 개발",부산대학교 소프트웨어융합교육원,https://www.inflearn.com/course/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%ED%99%9C%EC%9A%A9%ED%95%9C-android-ios
"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력",SK엠앤서비스,https://www.inflearn.com/course/%EC%BB%B4%ED%93%A8%ED%8C%85-%EC%82%AC%EA%B3%A0%EB%A0%A5
프로그래머를 위한 강화학습(저자 직강),멀티코어,https://www.inflearn.com/course/%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8%EB%A5%BC-%EC%9C%84%ED%95%9C-%EA%B0%95%ED%99%94%ED%95%99%EC%8A%B5
CEO 및 리더를 위한 제조 혁신과 AI 빅데이터,제조 지능화 전문가,https://www.inflearn.com/course/%08ceo%EB%A6%AC%EB%8D%94%EC%9C%84%ED%95%9C-%EC%A0%9C%EC%A1%B0%ED%98%81%EC%8B%A0-ai%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0
엑셀로 만드는 딥러닝 - 분류,멋진,https://www.inflearn.com/course/%EC%97%91%EC%85%80%EB%A1%9C-%EB%A7%8C%EB%93%9C%EB%8A%94-%EB%94%A5%EB%9F%AC%EB%8B%9D-%EB%B6%84%EB%A5%98
누구나 쉽게 이해하는 4차 산업혁명 ICBM기술,조슈아,https://www.inflearn.com/course/%EB%88%84%EA%B5%AC%EB%82%98-%EC%89%BD%EA%B2%8C-4%EC%B0%A8%EC%82%B0%EC%97%85%ED%98%81%EB%AA%85-icbm
딥러닝 입문,마소캠퍼스,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8-%EA%B0%95%EC%9D%98
딥러닝을 위한 기초 수학,마소캠퍼스,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%9C%84%ED%95%9C-%EA%B8%B0%EC%B4%88%EC%88%98%ED%95%99
