과목명,강사,url
SQL처럼 쓰는 PYTHON,박범진,https://www.inflearn.com/course/sql%EC%B2%98%EB%9F%BC-%EC%93%B0%EB%8A%94-%ED%8C%8C%EC%9D%B4%EC%8D%AC
"기초탄탄, SQL 톺아보기 (입문과정)",SK엠앤서비스,https://www.inflearn.com/course/%EA%B8%B0%EC%B4%88%ED%83%84%ED%83%84-sql-%ED%86%BA%EC%95%84%EB%B3%B4%EA%B8%B0
핵심만 쉽게 터득하는 SQL,마소캠퍼스,https://www.inflearn.com/course/%ED%95%B5%EC%8B%AC%EB%A7%8C-%EC%89%BD%EA%B2%8C-%ED%84%B0%EB%93%9D%ED%95%98%EB%8A%94-sql
"핵심만 쉽게, 모두의 SQL 비법 레시피",데이터셰프,https://www.inflearn.com/course/sql-%EB%AA%A8%EB%91%90%EC%9D%98-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D-%EB%B9%84%EB%B2%95
"[관리코스 #3] DE, DBA (SSIS, SSAS, MachineLearning, BI, ETL)",개발자Park,https://www.inflearn.com/course/%EA%B4%80%EB%A6%AC%EC%BD%94%EC%8A%A4-3-de-dba
[SQL Quest] 실전 문제 풀이로 SQL 역량 강화 하기 (Basic),WHIZ,https://www.inflearn.com/course/%EC%8B%A4%EC%A0%84-%EB%AC%B8%EC%A0%9C%ED%92%80%EC%9D%B4-sql-%EC%97%AD%EB%9F%89%EA%B0%95%ED%99%94-basic
PHP 프로그래밍 실무 완전 정복! with MySQL,유용한IT학습,https://www.inflearn.com/course/php-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%8B%A4%EB%AC%B4%EC%A0%95%EB%B3%B5
노션(Notion) 데이터베이스 - 고급편,유용한IT학습,https://www.inflearn.com/course/%EB%85%B8%EC%85%98-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-%EA%B3%A0%EA%B8%89
"파이썬 Streamlit 활용한 웹 자동화 업무, 데이터 검색 및 시각화",보안프로젝트,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-streamlit-%EC%9B%B9%EC%9E%90%EB%8F%99%ED%99%94-%EB%8D%B0%EC%9D%B4%ED%84%B0%EA%B2%80%EC%83%89-%EC%8B%9C%EA%B0%81%ED%99%94
하루만에 배우는 AWS OpenSearch,양동준,https://www.inflearn.com/course/%ED%95%98%EB%A3%A8%EB%A7%8C%EC%97%90-%EB%B0%B0%EC%9A%B0%EB%8A%94-aws-opensearch
Oracle SQL 입문자를 위한 강의,JeongTaeHyun,https://www.inflearn.com/course/oracle-sql-%EC%9E%85%EB%AC%B8%EC%9E%90
Node.js로 데이터베이스 다루고 웹 애플리케이션 만들기,Egoing Lee,https://www.inflearn.com/course/node-js-database
"MSSQL 2편 (튜닝 기본편, Performance Tunning, Senior DBA)",개발자Park,https://www.inflearn.com/course/mssql-%ED%8A%9C%EB%8B%9D-dba
"MariaDB 클라이언트 개발, 내부함수 편",소프트웨어알림장,https://www.inflearn.com/course/mariadb-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%EA%B0%9C%EB%B0%9C-%EB%82%B4%EB%B6%80%ED%95%A8%EC%88%98
"데이터지도 ERD를 그려보자, MySQL 워크벤치",소프트웨어알림장,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%A7%80%EB%8F%84-erd-mysql-%EC%9B%8C%ED%81%AC%EB%B2%A4%EC%B9%98
공공데이터 CSV 파일을 이용해 테이블 만들기,소프트웨어알림장,https://www.inflearn.com/course/%EA%B3%B5%EA%B3%B5%EB%8D%B0%EC%9D%B4%ED%84%B0-sql-%ED%95%99%EC%8A%B5
"데이터 분석가, IT 엔지니어에게 필요한 MySQL 마스터 코스!",모두의인공지능,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B0%80-it%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-mysql-%EC%B4%88%EB%8B%A8%EA%B8%B0-%EC%BD%94%EC%8A%A4
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.3,유용한IT학습,https://www.inflearn.com/course/mssql-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-%ED%8C%8C%ED%8A%B83
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.1,유용한IT학습,https://www.inflearn.com/course/mssql-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-%ED%8C%8C%ED%8A%B81
[웹 개발 풀스택 코스] 넷플릭스와 당근마켓 분석을 통해서 배우는 데이터베이스 기초,개발자의 품격,https://www.inflearn.com/course/%EC%9B%B9%EA%B0%9C%EB%B0%9C-%ED%92%80%EC%8A%A4%ED%83%9D-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-%EA%B8%B0%EC%B4%88
RDBMS Modeling 실습,이교준,https://www.inflearn.com/course/%EB%94%94%EB%B9%84-rdbms-%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%8B%A4%EC%8A%B5
"MariaDB 클라이언트 개발, HeidiSQL",소프트웨어알림장,https://www.inflearn.com/course/mariadb-heidisql-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%EA%B0%9C%EB%B0%9C
SQL과 구글시트로 시작하는 데이터분석,박범진,https://www.inflearn.com/course/sql-%EA%B5%AC%EA%B8%80%EC%8B%9C%ED%8A%B8-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D
